Title,keywords,Python,salary,R,SQL,Place
Data Analyst - Consultant,"(['access'], ['agile', 'GIS', 'ETL', 'SQL', 'Power BI', 'SSIS'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst - Real World Data,,0,,1,0,"Toronto, Ontario, Canada"
Data Analyst,"(['Python'], ['Access'], ['Power BI', 'Tableau'])",0,,0,1,"Mississauga, Ontario, Canada"
Data Analyst - 4 - Contract,"(['Python'], ['HIVE'], ['Confluence', 'Jira', 'SQL', 'Power BI'])",0,,0,0,"Greater Toronto Area, Canada"
"Data Analyst, Retail and Operations","(['R', 'Python'], ['access'], ['SQL', 'Tableau', 'SAS'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst (12 Month Contract),"(['Oracle', 'Hive'], ['SQL', 'Tableau', 'Power BI', 'Looker', 'Alteryx'])",0,,0,1,"Mississauga, Ontario, Canada "
Data Analyst- Finance,"(['SQL'],)",0,,0,0,"Toronto, Ontario, Canada"
"Data Analyst, Product Analytics","(['Python', 'R'], ['AWS'], ['Redshift', 'Hive', 'Presto'], ['SQL', 'Looker', 'MixPanel'])",0,,0,0,"Toronto, Ontario, Canada"
CAN - Data Analyst I,"(['Tableau', 'SQL', 'Alteryx', 'PowerPoint', 'ETL'],)",1,,0,0,"Toronto, Ontario, Canada"
CAN - Data Analyst I,"(['Tableau', 'SQL', 'Alteryx', 'PowerPoint', 'ETL'],)",0,,1,0,"Toronto, Ontario, Canada"
"Data and Reporting Analyst, 1 year contract, New Grad Immediate start","(['Power BI', 'Tableau', 'SQL'],)",0,,0,1,"Toronto, Ontario, Canada"
Financial Data Analyst,"(['access'], ['Tableau', 'Qlikview', 'SQL', 'PowerPoint'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst/ETL,"(['Python', 'Java'], ['Oracle'], ['ETL', 'SQL', 'PowerPoint'])",0,,0,0,"Mississauga, Ontario, Canada"
"Data Governance Analyst, Senior Associate","(['Python'], ['access'], ['Power BI', 'SQL', 'agile', 'Jira', 'Confluence'])",0,,0,0,"Toronto, Ontario, Canada"
Senior Data Analyst,"(['Python', 'VBA'], ['access'], ['Power BI', 'SQL', 'agile'])",0,,0,0,"Toronto, Ontario, Canada"
"Data Analyst, Hotel Property activation","(['Python'], ['SQL', 'Tableau', 'Jira', 'Confluence', 'mode'])",0,,0,0,"Toronto, Ontario, Canada"
Mediabrands - Data Analyst & Developer roles (General Application),"(['Python', 'R'], ['SQL Server'], ['Tableau', 'Powerpoint'])",1,,0,0,"Toronto, Ontario, Canada"
Sr Data Analyst (SQL/Python) - US - Freelance [Remote],"(['Python', 'R'], ['access'], ['SQL'])",0,,0,1,"Toronto, Ontario, Canada"
Data Management Analyst,"(['Python'], ['SQL server'], ['SQL', 'Power BI', 'ETL'])",1,,0,0,"Toronto, Ontario, Canada"
Data Analyst,,0,,0,0,"Toronto, Ontario, Canada"
Data Analyst – Workday,"(['SQL', 'SSIS', 'Tableau'],)",0,,0,1,"Toronto, Ontario, Canada"
Data Analyst- Hybrid,"(['Python'], ['SQL'])",0,,0,0,"Toronto, Ontario, Canada"
Data Production Analyst,,0,,0,0,"North York, Ontario, Canada"
Data Analyst II,"(['Microsoft Azure'], ['access'], ['SQL', 'Power BI', 'ETL'])",0,,0,0,"Toronto, Ontario, Canada"
Customer Experience Data Analyst,"(['Python', 'R', 'Java'], ['AWS', 'Google Cloud Platform'], ['SQL', 'Tableau', 'Power BI'])",0,,0,0,"Greater Toronto Area, Canada"
"Data Analyst, Alternate Solutions Group","(['Python'], ['access'], ['SQL', 'Git', 'Tableau', 'Power BI', 'Docker', 'pandas', 'Pytorch', 'Tensorflow'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst- Tableau/Hadoop,"(['Tableau', 'SQL', 'Alteryx', 'ETL'],)",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst II - Analytic Delivery,"(['Power BI', 'Tableau', 'SQL'],)",0,,0,0,"Mississauga, Ontario, Canada"
Junior SAP Data Analyst and Reporting,"(['mode', 'SAP'],)",0,,0,0,"North York, Ontario, Canada"
Data Analyst - Threat Lab,"(['Python'], ['SQL', 'Pandas', 'Numpy'])",0,94500.0,0,1,"Toronto, Ontario, Canada"
Supply Chain Insights Analyst,"(['Power BI', 'SAP', 'SQL'],)",0,,0,0,"Mississauga, Ontario, Canada"
CAN - Data Analyst II,"(['Python'], ['Salesforce', 'HubSpot', 'SQL', 'sql', 'Databricks', 'SAS'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['GCP'], ['SQL', 'Tableau', 'Google Analytics'])",0,,0,0,"Mississauga, Ontario, Canada"
Junior Financial Data Analyst,"(['access', 'SQL server'], ['SQL', 'Agile', 'SSIS', 'SAS', 'Power BI', 'Tableau'])",0,385000.0,0,0,"Oakville, Ontario, Canada"
Data Analyst - 4-BNSJP00029392,"(['Python'], ['HIVE'], ['Confluence', 'Jira', 'SQL', 'Power BI'])",0,,0,0,"Toronto, Ontario, Canada"
Online Data Analyst,"(['Access'],)",0,,0,0,"Brampton, Ontario, Canada"
HR Data Analyst,"(['access'], ['Power BI'])",1,,0,0,"Oakville, Ontario, Canada"
Data Product Analyst,"(['Java', 'Python', 'R', 'Scala'], ['AWS'], ['HBase', 'Cassandra', 'MongoDB', 'Redis', 'Oracle', 'SQL Server', 'MySQL'], ['ETL', 'Tableau', 'SSRS', 'SQL', 'SAS', 'Power BI'])",0,,0,0,"Toronto, Ontario, Canada"
Business / Data Analyst,"(['SQL', 'agile', 'ETL', 'SSIS', 'Tableau', 'Jira', 'Confluence'],)",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst - Product,"(['Access', 'access'], ['Tableau', 'SQL', 'agile'])",0,,0,0,"Toronto, Ontario, Canada"
"Data Analyst, Innovations and Insights Strategy- Freelance [Remote]","(['Python'], ['access'], ['SQL', 'Google Sheets', 'Pandas', 'Numpy', 'Matplotlib', 'Tableau', 'Plotly'])",0,,0,1,"Toronto, Ontario, Canada"
HR Data Analyst,,0,,0,0,"Toronto, Ontario, Canada"
PI Data Analyst,"(['Power BI', 'agile'],)",1,,0,0,"Toronto, Ontario, Canada"
Data Analyst/Campaign Analytics/Unica,"(['Python'], ['SQL', 'SAS', 'Databricks'])",0,,0,0,"Toronto, Ontario, Canada"
Data Migration Analyst,"(['Platform as a Service'], ['SQL Server'], ['ETL', 'SQL'])",0,,0,0,"Toronto, Ontario, Canada"
Sr. Data Analyst,"(['MySQL'], ['ETL', 'API'])",0,,0,1,"Greater Toronto Area, Canada"
Data Analyst III- EN,"(['Python'], ['access'], ['Tableau', 'SQL', 'Alteryx', 'Databricks', 'PowerPoint'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst III,"(['Python'], ['access'], ['Tableau', 'SQL', 'Alteryx', 'Databricks', 'PowerPoint'])",0,,0,0,"Toronto, Ontario, Canada"
Senior Data Analyst,"(['SQL', 'Amplitude'],)",0,,0,0,"Toronto, Ontario, Canada"
Summer 2023 Co-op: Business & Data Analyst,"(['Access'], ['Jira', 'Confluence', 'Power BI'])",0,,0,1,"Brampton, Ontario, Canada"
Senior Power BI Specialist,"(['DAX'], ['Microsoft Dynamics 365'], ['access', 'SQL Server', 'Snowflake'], ['Power BI', 'Tableau', 'SAP'])",0,,0,0,NAMER
BI Developer (Secret cleared),"(['Power BI', 'JIRA', 'agile'],)",0,,0,0,NAMER 
Cloud Support Engineer,"(['AWS', 'GCP'], ['MongoDB', 'ElasticSearch', 'MySQL', 'SQL Server'], ['JIRA', 'Confluence', 'Github'])",0,,0,0,NAMER
MDM Developer - Oracle EDQ,"(['Oracle Cloud'], ['Oracle'], ['SQL', 'PowerPoint'])",1,,0,0,NAMER
Solution Engineer,,0,,0,0,NAMER 
ROR (Ruby on Rails) Engineer,"(['Ruby', 'JavaScript'], ['SQL', 'Agile', 'Git'])",0,,0,1,NAMER 
Devops Engineer,"(['Python', 'Javascript', 'MatLab'], ['AWS', 'GCP'], ['agile', 'API', 'Agile', 'Scrum'])",0,,0,0,NAMER 
Full Stack Developer,"(['JavaScript'], ['PostgreSQL'], ['agile', 'SQL', 'Git'])",0,,0,1,NAMER 
Senior Software Developer - Remote,"(['JavaScript'], ['API', 'SQL', 'Git', 'Agile'])",1,,0,0,NAMER 
"Engineer, Fullstack (Developer Experience AMERS)","(['Python'], ['AWS'], ['GitLab'])",0,,0,0,NAMER
Data Analyst,"(['R', 'Python'], ['SQL', 'Tableau', 'Looker'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['R', 'Python'], ['SQL', 'Tableau', 'Looker'])",0,,0,0,"London, England, United Kingdom"
Junior Data Analyst,"(['R', 'Python', 'MATLAB'], ['Access'], ['SQL'])",0,,0,0,"London Area, United Kingdom "
Data Analyst,"(['google sheets', 'Tableau', 'Looker', 'SQL', 'agile'],)",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Python', 'R', 'MATLAB'],)",0,,0,1,"England, United Kingdom"
Data Analyst - Marketing,"(['Python'], ['access', 'Access'], ['SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Python', 'VBA'], ['access'], ['Hubspot', 'SQL'])",0,,0,0,"London Area, United Kingdom "
Data Analyst,"(['SAS', 'SQL'],)",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['R', 'Python'], ['SQL', 'Google Analytics'])",0,,0,1,"London, England, United Kingdom"
Data Analyst,"(['DAX', 'R', 'Python'], ['access'], ['agile'])",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python'], ['pandas', 'SQL', 'SPSS'])",0,,1,0,"London, England, United Kingdom "
Data Analyst,"(['R', 'Python'], ['access'], ['SQL', 'SPSS'])",1,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python', 'R'], ['SQL', 'Tableau'])",0,,0,0,"England, United Kingdom"
Junior Data Analyst,"(['VBA'], ['Tableau', 'SQL'])",0,,0,1,"London, England, United Kingdom"
Data and Insights Analyst,"(['R', 'Python'], ['access'], ['SQL', 'Tableau'])",0,,0,1,"London, England, United Kingdom"
Data Analyst,"(['SQL'],)",0,,0,0,"Borehamwood, England, United Kingdom"
Data Analyst,,1,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python', 'R'], ['SQL', 'Tableau'])",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python'], ['Agile', 'Power BI', 'Tableau', 'SQL', 'agile'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Python', 'R', 'VBA'], ['SQL'])",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['R'], ['Access'], ['Google Analytics', 'Looker', 'SQL', 'PowerPoint'])",0,,0,0,"Barbican, England, United Kingdom "
Data Analyst,"(['Python', 'R', 'VBA'], ['access'], ['SQL', 'Power BI'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,,0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['MySQL'], ['SQL', 'Google Sheets', 'Power BI', 'Google Analytics'])",0,,0,0,"London Area, United Kingdom "
Data Analyst,,0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Power BI', 'Tableau', 'SQL', 'agile'],)",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Alteryx', 'SAS', 'Salesforce', 'Tableau'],)",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['SQL'],)",1,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Python', 'R', 'Matlab'], ['SciPy', 'NumPy', 'Pandas', 'SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Agile', 'JIRA', 'Confluence', 'SQL', 'Power BI', 'Tableau', 'Qlikview'],)",0,,0,0,"London Area, United Kingdom"
Data Analyst,"(['SQL'],)",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['AWS'], ['SQL', 'SSIS', 'ETL', 'Salesforce'])",0,,0,1,"City of London, England, United Kingdom "
Data Analyst,"(['Python'], ['Access'], ['SQL', 'Amplitude', 'Tableau'])",0,,0,1,"London, England, United Kingdom"
Data Analyst,"(['access'],)",0,,0,0,"London Area, United Kingdom "
Data Analyst,"(['AWS'], ['Redshift'], ['SQL', 'Tableau', 'Quicksight', 'ETL'])",1,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Python'], ['ETL', 'SQL', 'agile', 'Scrum', 'Tableau', 'Power BI'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Power BI', 'Tableau', 'Looker', 'SQL'],)",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python', 'R'], ['SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['SQL', 'Power BI'],)",0,,0,0,"London, England, United Kingdom"
Junior Data Analyst,"(['R', 'Python'], ['access'], ['SQL', 'Tableau', 'ETL'])",0,,0,1,"London Area, United Kingdom "
Data Analyst,"(['R'], ['SAS', 'Tableau', 'PowerPoint'])",0,,0,0,"London, England, United Kingdom"
Research and Data Analyst - Home (Remote),"(['Python'], ['Google Sheets', 'SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['mode'],)",1,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python'], ['AWS'], ['SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['mode'],)",0,,0,0,"London, England, United Kingdom"
Data Analyst - SQL,"(['SQL Server', 'Snowflake'], ['SQL', 'PowerPoint', 'Tableau'])",0,,0,0,"Hillingdon, England, United Kingdom"
Junior Data Analyst,"(['R'], ['Tableau'])",0,,0,0,"Moorgate, England, United Kingdom "
Data Analyst,,0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python'], ['SQL', 'Looker', 'Power BI', 'agile', 'confluence'])",0,80000.0,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python'], ['SQL', 'Looker', 'Tableau', 'GitHub'])",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['R', 'Python'], ['Microsoft Azure'], ['Power BI', 'SPSS'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Python', 'VBA'], ['access'], ['Hubspot', 'SQL'])",1,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Access'],)",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['SQL'],)",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['google sheets', 'Tableau', 'Looker', 'SQL', 'agile'],)",0,,0,0,"West End, England, United Kingdom"
Data Analyst,"(['Tableau', 'SQL'],)",0,,0,1,"England, United Kingdom"
Data Analyst,,1,,0,0,"London, England, United Kingdom"
Game Data Analyst,"(['Python', 'R'], ['Redshift', 'Access'], ['SQL', 'Looker', 'Tableau'])",0,,0,0,"London, England, United Kingdom"
"Data Analyst, London","(['SQL'],)",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['SQL'],)",0,,0,1,"London, England, United Kingdom "
Data Analyst,"(['Python', 'R'], ['SQL', 'Looker', 'Power BI', 'Tableau'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['DAX', 'Python'], ['Power BI', 'Tableau', 'SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['R'], ['SQL', 'Power BI'])",0,,0,0,"Tower Hamlets, England, United Kingdom"
Data Analyst,"(['DAX', 'Python'], ['Power BI', 'Tableau', 'SQL'])",1,,0,0,"London, England, United Kingdom"
Data Analyst,"(['AWS', 'GCP'], ['access'], ['SQL', 'Looker'])",0,,0,0,"London, England, United Kingdom"
SQL Data Analyst,"(['R', 'Python'], ['SQL', 'Tableau', 'Looker'])",0,,0,1,"London, England, United Kingdom"
Data Analyst,"(['VBA', 'R', 'Python'], ['SQL Server', 'Access', 'Oracle'], ['Power BI', 'SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Python'], ['SQL', 'Power BI'])",0,,0,0,"London, England, United Kingdom "
Data Analytics and Business Intelligence | Analyst | London,"(['PowerPoint'],)",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['SQL', 'Tableau', 'Qlikview'],)",0,,0,1,"London, England, United Kingdom"
Data Analyst,"(['Python', 'R'], ['SQL', 'Power BI'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Access'],)",0,,0,0,"England, United Kingdom"
Data Analyst,"(['Google Analytics', 'dbt', 'SQL'],)",0,,0,1,"London, England, United Kingdom "
Data Analyst,"(['Python'], ['Snowflake'], ['SQL', 'Databricks'])",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python'], ['SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Google Meet'], ['SQL', 'Tableau', 'Mixpanel', 'Github'])",1,,0,0,"London Area, United Kingdom"
Data Analyst,"(['GCP'], ['Snowflake'], ['SQL', 'DBT', 'Agile', 'Google Analytics', 'Tableau'])",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['SQL', 'power BI', 'Power BI'],)",0,,0,1,"London, England, United Kingdom"
Data Analyst,"(['Python', 'R'], ['SQL', 'Power BI', 'tableau', 'looker'])",0,,0,0,"London, England, United Kingdom"
Junior Marketing Data Analyst,,0,,0,0,"London, England, United Kingdom"
Data Analyst,,0,,0,0,"London, England, United Kingdom"
Junior Data Analyst,"(['Python'], ['SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['SQL', 'Tableau'],)",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['DAX'], ['SQL', 'Power BI'])",0,,0,1,"Somers Town, England, United Kingdom"
"Data Analyst - £45,000 - Central London","(['VBA'], ['SQL', 'Power BI', 'Tableau'])",0,,0,0,"London, England, United Kingdom"
Flight Data Analyst,"(['access'],)",0,,0,0,"Heathrow, England, United Kingdom"
Data Analyst,"(['R'], ['SAS', 'Tableau', 'PowerPoint'])",1,,0,0,"London, England, United Kingdom"
Data Analyst,,0,,0,0,"London Area, United Kingdom"
Data Analyst,"(['R'], ['SAS', 'Tableau', 'PowerPoint'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Power BI'],)",0,,0,0,"London, England, United Kingdom"
Data Analyst,,0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python'], ['GCP'], ['SQL', 'Google Sheets', 'Tableau', 'DBT', 'Scrum', 'agile', 'Agile'])",0,,0,1,"London, England, United Kingdom"
Data Analyst- MODARI,"(['coherence', 'access'],)",0,,1,0,"London, England, United Kingdom "
Data Analyst,,1,,0,0,"London, England, United Kingdom "
Data Analyst,"(['R', 'Python'], ['SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['Python', 'R'], ['Firebase'], ['access', 'Access'], ['Google Analytics', 'SQL', 'Tableau'])",0,,0,0,"London, England, United Kingdom "
Data Analyst,"(['Python'], ['SQL'])",0,,0,1,"London Area, United Kingdom "
Data Analyst,"(['VBA', 'Python'], ['access'], ['SQL'])",0,,0,0,"London, England, United Kingdom"
Data Analyst,"(['R'], ['access'])",1,,0,0,"London, England, United Kingdom "
Data Analyst,"(['VBA'], ['Access', 'access'], ['PowerPoint', 'SQL'])",0,,0,0,"West End, England, United Kingdom"
Cloud Platform Analytics Engineer,"(['Python'], ['GCP', 'AWS'], ['Snowflake', 'Redshift', 'SQL Server'], ['SQL', 'Tableau', 'Power BI', 'Looker'])",0,,0,0,"Canada, Moyen-Chari, Chad"
ServiceNow Cloud Platform Integration Engineer,"(['Python'], ['access'], ['SQL'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Senior Data Scientist - Ads Formats,"(['Python', 'R'], ['access'], ['SQL'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Staff Site Reliability Engineer,"(['Python'], ['GCP', 'AWS'], ['Git', 'API', 'Docker', 'agile', 'Scrum'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Firmware Engineers and Archtiects,"(['C++', 'Matlab', 'Python'],)",0,,0,1,"Canada, Moyen-Chari, Chad"
Data Analyst,"(['Python', 'Scala'], ['access'], ['SQL', 'Databricks'])",0,75000.0,0,0,"New York, NY"
Jr. Data Analyst,"(['Power Bi', 'tableau', 'Power BI', 'Tableau'],)",0,,0,0,Greater Seattle Area
Data Analyst,"(['Python', 'R'], ['SQL', 'Tableau', 'Mode'])",0,95000.0,0,0,"Austin, TX "
Associate Data Analyst,"(['access'], ['Tableau'])",0,,0,0,"Indiana, United States "
Data Analyst,"(['SQL Server', 'Oracle'], ['GIS', 'SQL'])",1,,0,0,"San Antonio, TX "
Data Analyst,"(['Python'], ['access'], ['SQL', 'Git', 'Tableau', 'Looker', 'Airflow'])",0,136500.0,1,0,"San Francisco, CA "
Data Analyst,"(['access'], ['SQL'])",0,,0,0,"San Mateo, CA "
"Data Analyst in San Francisco, CA","(['SQL'],)",0,,0,0,"San Francisco, CA "
Data Analyst,"(['ACCESS'], ['SAS', 'Tableau', 'SQL'])",0,82500.0,0,0,"San Leandro, CA "
Data Analytics Intern,"(['Python'], ['SQL', 'Tableau', 'Power BI', 'Looker', 'pandas', 'NumPy', 'Matplotlib'])",0,40000.0,0,1,"San Bruno, CA "
Data Analyst,,0,,0,0,"San Francisco, CA"
"Product Data Analyst II, Finance","(['Python'], ['velocity'], ['DBT', 'SQL', 'Periscope', 'Tableau', 'ETL'])",0,102000.0,0,0,"San Francisco, CA"
Data Analyst,"(['PostgreSQL'], ['SQL', 'Tableau'])",0,,0,0,"San Francisco, CA "
Data Analytics Intern,"(['Python', 'R'], ['access'], ['SQL'])",0,,0,0,"San Francisco, CA"
"Data Analyst, Product","(['R', 'Python'], ['SQL', 'Tableau', 'Looker'])",0,135000.0,1,0,"San Francisco, CA"
Data Analyst (Contractor),"(['access'],)",1,,0,0,"San Mateo, CA"
"Data Analyst with Tableau , PowerBI and R and Stata exp","(['R', 'Python', 'python'], ['Amazon Web Services', 'Microsoft Azure', 'Oracle Cloud'], ['Snowflake'], ['Tableau', 'Power BI'])",0,,0,0,"San Francisco, CA "
Data Informatics Analyst,"(['Python'], ['AWS'], ['SQL', 'Looker'])",0,91000.0,0,0,"San Francisco, CA"
"Research Data Analyst, Andrews Lab","(['Python', 'R'],)",1,,0,0,"San Francisco, CA"
Analytics Specialist,"(['R'], ['SQL', 'Tableau'])",0,,0,0,"San Francisco, CA"
Research Data Analyst,"(['R'],)",0,,0,1,"San Francisco, CA"
Data Analyst,"(['Tableau', 'SQL'],)",1,,0,0,"Oakland, CA"
Cloud Platform Analytics Engineer,"(['Python'], ['GCP', 'AWS'], ['Snowflake', 'Redshift', 'SQL Server'], ['SQL', 'Tableau', 'Power BI', 'Looker'])",0,,1,0,"Canada, Moyen-Chari, Chad"
ServiceNow Cloud Platform Integration Engineer,"(['Python'], ['access'], ['SQL'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Staff Site Reliability Engineer,"(['Python'], ['GCP', 'AWS'], ['Git', 'API', 'Docker', 'agile', 'Scrum'])",1,,0,0,"Canada, Moyen-Chari, Chad"
Firmware Engineers and Archtiects,"(['C++', 'Matlab', 'Python'],)",0,,0,0,"Canada, Moyen-Chari, Chad"
"SEM Manager, Special Projects","(['SQL', 'Looker', 'agile'],)",0,110000.0,0,1,"Canada, Moyen-Chari, Chad"
Senior Software Developer (Team Reporting & RDS),"(['Oracle Database'], ['Agile', 'Git'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Senior Cloud Operations Engineer,"(['Java', 'Python'], ['AWS'], ['Oracle'], ['Agile', 'git'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Software Developer III,"(['Oracle'], ['SQL', 'agile'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Senior Site Reliability Engineer,"(['Python'], ['AWS', 'GCP'], ['Docker', 'agile'])",0,,0,1,"Canada, Moyen-Chari, Chad"
Data Analyst,,0,72500.0,0,0,"Boston, MA "
Data Analyst I,,0,,1,0,"Cambridge, MA"
Data Analyst,"(['AWS', 'GCP'], ['SQL', 'Tableau'])",1,,0,0,"Boston, MA "
Data Analyst,"(['Microsoft Access'], ['SQL', 'Tableau'])",0,,0,1,"Boston, MA "
Data Analyst,"(['Python', 'R', 'Julia', 'Java', 'JavaScript'], ['Microsoft Azure', 'AWS'], ['Access', 'Oracle', 'SQL Server', 'Snowflake'], ['agile', 'Powerpoint', 'Agile', 'JIRA', 'Tableau', 'Power BI', 'Google Analytics'])",0,,0,0,"Boston, MA"
Data Analyst,"(['Python', 'R'], ['Snowflake'], ['Tableau', 'SQL', 'SPSS'])",0,,0,0,"Boston, MA"
Data Analyst,"(['Tableau', 'Alteryx', 'Power BI', 'SQL'],)",1,,0,0,"Boston, MA"
Data Analyst,"(['Access', 'Oracle', 'SQL Server'], ['PowerPoint', 'SQL', 'Tableau'])",0,,0,0,"Boston, MA"
Data Analyst,"(['Python'], ['SQL'])",0,,0,0,"Boston, MA"
Emergency Assistance Data Analyst I,"(['MySQL', 'Access'], ['Power BI', 'Tableau'])",0,,0,0,"Boston, MA"
Analyst (SQL & Tableau),"(['R'], ['Oracle', 'SQL Server', 'Access'], ['SQL', 'Tableau', 'SAS', 'PowerPoint'])",0,,0,0,Greater Boston
Data Analyst (Volpe/SCOAR),"(['Python', 'R', 'MATLAB'], ['Oracle'], ['Tableau', 'Power BI', 'SQL'])",0,,0,0,"Cambridge, MA "
